"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871000;Chars et automobiles blindées;Tanks and armoured vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871110;Motocycles ≤50cc;Motorcycles ≤50cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871120;Motocycles 50-250cc;Motorcycles 50-250cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871130;Motocycles 250-500cc;Motorcycles 250-500cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871140;Motocycles 500-800cc;Motorcycles 500-800cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871150;Motocycles >800cc;Motorcycles >800cc;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871160;Motocycles électriques;Electric motorcycles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871190;Autres motocycles;Other motorcycles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871200;Bicyclettes et autres cycles;Bicycles and other cycles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871310;Fauteuils roulants non mécaniques;Invalid carriages;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871390;Autres fauteuils roulants;Other invalid carriages;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871410;De motocycles (y compris les cyclomoteurs);Motorcycles (including mopeds);parts and accessories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871411;Selles de motocycles;Motorcycle saddles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871419;Autres parties de motocycles;Other motorcycle parts;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871420;Parties de fauteuils roulants;Parts of invalid carriages;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871491;Cadres et fourches;Frames and forks;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871492;Jantes et rayons;Wheel rims and spokes;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871493;Moyeux et pignons;Hubs and sprockets;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871494;Freins;Brakes;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871495;Selles;Saddles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871496;Pédales et pédaliers;Pedals and crank-gear;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871499;Autres parties de cycles;Other cycle parts;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871500;Landaus;Baby carriages;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871610;Remorques pour l'habitation;Trailers for housing;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871620;Remorques autochargeuses pour l'agriculture;Self-loading trailers for agriculture;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871631;Remorques-citernes;Tanker trailers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871639;Autres remorques pour transport de marchandises;Other goods transport trailers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871640;Autres remorques;Other trailers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871680;Autres véhicules non automobiles;Other non-motorized vehicles;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87;Voitures automobiles;Vehicles other than railway;871690;Parties de remorques;Parts of trailers;Existant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
