Chapitre;Code_Position_10_chiffres;Designation;Droit_Importation_DI;Taxe_Parafiscale_Importation_TPI;Taxe_Valeur_Ajoutee_TVA;Taxe_Interieure_Consommation_TIC;Formalites_particulieres;Source
87;8702301099;- - - - autres– – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702309100;- - - châssis de véhicules automobiles comportant une cabine, équipés de £leur moteur;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702309210;- - - - - neufs;30 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
87;8702309290;- - - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702309920;- - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702309980;- - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702400000;- - - Uniquement à moteur électrique pour la propulsion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702901511;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702901519;- - - - autres– – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702901591;- - - - autocars et autobus;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702901599;- - - - autres– – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702902300;- - - châssis de véhicules automobiles comportant une cabine, équipés de £leur moteur;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702902410;- - - - - neufs;30 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
87;8702902490;- - - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702902820;- - - - - - neufs;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702902880;- - - - - - usagés;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8702908000;- - - - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703101000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703102000;- - - châssis de véhicules automobiles comportant une cabine, avec moteur à £explosion ou à combustion interne;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703107100;- - - - - véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703107900;- - - - - véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703109000;- - - véhicules à moteur électrique ou autre£- Autres véhicules, à moteur à piston alternatif à allumage par étincelles :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703211000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703212000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains, à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703215100;- - - - - neufs;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703215900;- - - - usagés£- - - - véhicules de carting visés à la note complémentaire n° 5 du présent chapitre :;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703217100;- - - - neufs;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703217900;- - - - usagés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703218200;- - - - véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703218800;- - - - véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703221000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703222000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains,à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703228200;- - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703228400;- - - - autres véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703228600;- - - - autres véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703231000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703232000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains, à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703234200;- - - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703234400;- - - - - autres véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703234600;- - - - - autres véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703235200;- - - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703235400;- - - - - autres véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703235600;- - - - - autres véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703238200;- - - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703238400;- - - - - autres véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703238600;- - - - - autres véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703241000;- - importés à l'état démonté, sous la forme d'éléments C.K.D., à l'exclusion £des éléments visés par la note complémentaire n  1 du présent Chapitre;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703242000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains, à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703248200;- - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703248400;- - - - autres véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703248600;- - - - autres véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703311011;- - - - - - - avec moteur d'une cylindrée inférieure ou égale à 1000 cm3;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703311019;- - - - autres;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703311090;- - - - voitures tous terrains, à quatre roues motrices (avec boîte de transfert)£- - - autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703312000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains, à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703319100;- - - - véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703319900;- - - - véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703321000;"- - importés à l'état démonté, sous la forme d'éléments CKD, destinés aux chaînes de montage agréées à cette fin par le gouvernement à l'exclusion des éléments visés par la note complémentaire n° 1 du présent chapitre
- - - autres :";2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703322000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains, à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703324200;- - - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703324500;- - - - - autres véhicules neufs;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703324700;- - - - - autres véhicules usagés;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703325200;- - - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703325310;- - - - - - caravanes automotrices;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703325380;- - - - - - autres;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703325810;- - - - - - caravanes automotrices;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703325880;- - - - - - autres;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703328200;- - - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703328310;- - - - - - caravanes automotrices;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703328380;- - - - - - autres;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703328810;- - - - - - caravanes automotrices;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703328880;- - - - - - autres;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703331000;"- - importés à l'état démonté, sous la forme d'éléments CKD, destinés aux chaînes de montage agréées à cette fin par le gouvernement à l'exclusion des éléments visés par la note complémentaire n° 1 du présent chapitre
- - - autres :";2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703332000;- - - châssis de véhicules automobiles comportant une cabine£- - - - voitures tous terrains, à 4 roues motrices (avec boîte de transfert), d'une charge utile égale ou supérieure à 500 kg et inférieure à 900 kg, non entière- ment carrossées :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703338200;- - - - ambulances équipées;2.5 %;0 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703338310;- - - - - caravanes automotrices;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703338380;- - - - - autres;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703338810;- - - - - caravanes automotrices;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703338880;- - - - - autres;17.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703401010;- - d'une cylindrée n'excédant pas 1.000 cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703401020;- - d'une cylindrée excédant 1.000 cm³ mais n'excédant pas 1.500cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703401030;- - d'une cylindrée excédant 1.500 cm³ mais n'excédant pas 3.000cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703401090;- - d'une cylindrée excédant 3.000cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703409000;- - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703501010;- - d'une cylindrée n'excédant pas 1.500 cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703501020;- - d'une cylindrée excédant 1.500 cm³ mais n'excédant pas 2.500cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703501090;- - d'une cylindrée excédant 2.500 cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703509000;- - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703601010;- - d'une cylindrée n'excédant pas 1.000 cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703601020;- - d'une cylindrée excédant 1.000 cm³ mais n'excédant pas 1.500cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703601030;- - d'une cylindrée excédant 1.500 cm³ mais n'excédant pas 3.000cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703601090;- - d'une cylindrée excédant 3.000cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703609000;- - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703701010;- - d'une cylindrée n'excédant pas 1.500 cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703701020;- - d'une cylindrée excédant 1.500 cm³ mais n'excédant pas 2.500cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703701090;- - d'une cylindrée excédant 2.500 cm³;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703709000;- - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703800000;- - Autres véhicules, équipés uniquement d'un moteur électriquepour la propulsion;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
87;8703902000;- - autres véhicules mentionnés à la Note complémentaire n° 6 du présent chapitre;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
